Vestigingsplaatsen  gewoon secundair onderwijs
schoolnummer;intern_vplnummer;vestigingsnummer;net;naam;hoofdzetel;straat;huisnummer;postcode;gemeente;crab-code;crab-huisnr;crab-busnr;telefoon;fax;e-mail;url;familienaam beheerder;voornaam beheerder;e-mail;url;Lx;Ly
48397;1;1;Vrij gesubsidieerd onderwijs;Sint-Lambertus 5;J;Denis Voetsstraat;21   ;2260;WESTERLO;000000018097;21;     ;014-54.50.75;;joost.wynants@silawesterlo.be;http://www.silawesterlo.be;Wynants;Joost;joost.wynants@silawesterlo.be;http://www.silawesterlo.be;188050;197721
123844;2;2;Vrij gesubsidieerd onderwijs;Sint-Lambertus 3;N;Sint-Lambertusstraat;8    ;2260;WESTERLO;000000018339;8;     ;014-54.50.74;;;;DE BUSSER;Hilde;hilde.debusser@silawesterlo.be;http://www.silawesterlo.be;188609;197969
123851;1;1;Vrij gesubsidieerd onderwijs;Sint-Lambertus 1;J;Sint-Lambertusstraat;8    ;2260;WESTERLO;000000018339;8;     ;014-54.50.74;;werner.vangenechten@silawesterlo.be;http://www.silawesterlo.be;Vangenechten;W.;werner.vangenechten@silawesterlo.be;http://www.silawesterlo.be;188609;197969
123877;1;1;Vrij gesubsidieerd onderwijs;Sint-Lambertus 4;J;Denis Voetsstraat;21   ;2260;WESTERLO;000000018097;21;     ;014-54.50.75;;hilde.heynickx@silvawesterlo.be;http://www.silawesterlo.be;Heynickx;Hilde;hilde.heynickx@silvawesterlo.be;http://www.silawesterlo.be;188050;197721
122762;1;1;Vrij gesubsidieerd onderwijs;Kardinaal van Roey-Instituut  AEG;J;Mgr. Donchelei;7    ;2290;VORSELAAR;000000017836;7;     ;014-50.93.11;014-50.93.08;kvri@kvri.be;;Smets;Ann;kvri@kvri.be;;178064;210273
31583;1;1;Vrij gesubsidieerd onderwijs;Kardinaal van Roey-Instituut  ASO;J;Mgr. Donchelei;7    ;2290;VORSELAAR;000000017836;7;     ;014-50.93.11;014-50.93.08;kvri@kvri.be;;Mylle;Birgit;kvri@kvri.be;;178064;210273
31591;1;1;Vrij gesubsidieerd onderwijs;Kardinaal van Roey-Instituut;J;Mgr. Donchelei;7    ;2290;VORSELAAR;000000017836;7;     ;014-50.93.11;014-50.93.08;kvri@kvri.be;;Van de Peer;Vera;kvri@kvri.be;;178064;210273
41152;1;1;Gemeenschapsonderwijs;GO! Talentenschool Turnhout   Campus Boomgaard MS;J;Boomgaardstraat;56   ;2300;TURNHOUT;000000017436;56;     ;014-47.05.13;014-47.05.15;stef.jacobs@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;Jacobs;Stefan;stef.jacobs@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;191316;223915
41137;1;1;Gemeenschapsonderwijs;GO! Talentenschool Turnhout   Campus Zenit;J;de Merodelei;220  ;2300;TURNHOUT;000000017455;220;     ;014-47.14.40;014-47.14.44;campuszenit@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;Michielsen;Saskia;campuszenit@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;189049;223623
41137;6;2;Gemeenschapsonderwijs;GO! Talentenschool Turnhout   Campus Zenit;N;Boomgaardstraat;56   ;2300;TURNHOUT;000000017436;56;     ;014-47.05.10;014-47.05.15;;;Michielsen;Saskia;campuszenit@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;191316;223915
31492;1;1;Vrij gesubsidieerd onderwijs;Heilig Graf 031492;J;Patersstraat;28   ;2300;TURNHOUT;000000017663;28;     ;014-41.54.68;014-43.73.47;info@heilig-graf.be;http://www.heilig-graf.be;Buysse;Patrick;info@heilig-graf.be;http://www.heilig-graf.be;190547;224059
31435;1;2;Vrij gesubsidieerd onderwijs;Heilig Graf 031435;N;Klinkstraat;3    ;2300;TURNHOUT;000000017578;3;     ;014-41.23.92;014-43.80.78;info@heilig-graf.be;http://www.heilig-graf.be;Vervoort;Miranda;info@heilig-graf.be;http://www.heilig-graf.be;190768;223783
41145;2;1;Gemeenschapsonderwijs;GO! Talentenschool Turnhout   Campus Boomgaard TA;J;Boomgaardstraat;56   ;2300;TURNHOUT;000000017436;56;     ;014-47.05.13;014-47.05.15;peter.deceuster@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;De Ceuster;Peter;peter.deceuster@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;191316;223915
41145;7;2;Gemeenschapsonderwijs;GO! Talentenschool Turnhout   Campus Boomgaard TA;N;de Merodelei;220  ;2300;TURNHOUT;000000017455;220;     ;014-47.14.40;014-47.14.44;;;De Ceuster;Peter;peter.deceuster@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;189049;223623
31468;1;1;Vrij gesubsidieerd onderwijs;Hoger Instituut voor          Verpleegkunde Sint-Elisabeth;J;Herentalsstraat;70   ;2300;TURNHOUT;000000017527;70;     ;014-47.13.00;014-42.54.12;BOB.VAN.DE.PUTTE@HIVSET.BE;http://www.hivset.be;Van de Putte;Robert;BOB.VAN.DE.PUTTE@HIVSET.BE;http://www.hivset.be;190482;223456
31435;2;1;Vrij gesubsidieerd onderwijs;Heilig Graf 031435;J;Apostoliekenstraat;26   ;2300;TURNHOUT;000000017414;26;     ;014-41.06.23;014-41.88.63;info@heilig-graf.be;http://www.heilig-graf.be;Vervoort;Miranda;info@heilig-graf.be;http://www.heilig-graf.be;190394;223278
31559;2;1;Vrij gesubsidieerd onderwijs;Heilig Graf 031559;J;Apostoliekenstraat;26   ;2300;TURNHOUT;000000017414;26;     ;014-41.06.23;014-41.88.63;info@heilig-graf.be;http://www.heilig-graf.be;Goris;Patricia;info@heilig-graf.be;http://www.heilig-graf.be;190394;223278
31427;1;1;Vrij gesubsidieerd onderwijs;Heilig Graf 031427;J;Patersstraat;28   ;2300;TURNHOUT;000000017663;28;     ;014-41.54.68;014-43.73.47;info@heilig-graf.be;http://www.heilig-graf.be;Robrechts;Hildegarde;info@heilig-graf.be;http://www.heilig-graf.be;190547;224059
47316;10;9;Vrij gesubsidieerd onderwijs;Middelbare Steinerschool      Vlaanderen;N;Steenweg op Oosthoven;168  ;2300;TURNHOUT;000000017718;168;     ;014-42.37.82;;;;Buyck;Paul;info@msv-vzw.be;http://www.msv-vzw.be;190979;224765
125971;3;2;Gemeenschapsonderwijs;Talentenschool Turnhout campusBoomgaard KA;N;Begijnenstraat;24   ;2300;TURNHOUT;000000017422;24;     ;014-44.80.50;014-44.80.51;;;Wouters;Wesley;wesley.wouters@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;190332;224056
127514;1;1;Vrij gesubsidieerd onderwijs;Sint-Jozefcollege Turnhout;J;Koningin Astridlaan;33   ;2300;TURNHOUT;000000017583;33;     ;014-41.30.21;;info@sjt.be;http://www.sjt.be;Meurisse;Bart;info@sjt.be;http://www.sjt.be;188538;223686
125971;5;1;Gemeenschapsonderwijs;Talentenschool Turnhout campusBoomgaard KA;J;Boomgaardstraat;56   ;2300;TURNHOUT;000000017436;56;     ;014-47.05.10;014-47.05.15;wesley.wouters@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;Wouters;Wesley;wesley.wouters@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;191316;223915
123571;1;1;Vrij gesubsidieerd onderwijs;Sint-Pietersinstituut;J;Jubileumlaan;1    ;2300;TURNHOUT;000000017554;1;     ;014-63.99.11;;info@sint-pietersinstituut.be;http://www.sint-pietersinstituut.be;Janssens;Willem;info@sint-pietersinstituut.be;http://www.sint-pietersinstituut.be;191217;224614
116988;1;1;Vrij gesubsidieerd onderwijs;Vrije Technische Scholen van  Turnhout;J;Zandstraat;101  ;2300;TURNHOUT;000000017781;101;     ;014-41.69.51;014-41.50.51;vrije.technische.scholen@telenet.be;http://www.vtst.be;Wens;Leo;vrije.technische.scholen@telenet.be;http://www.vtst.be;189381;223514
31427;4;2;Vrij gesubsidieerd onderwijs;Heilig Graf 031427;N;Klinkstraat;3    ;2300;TURNHOUT;000000017578;3;     ;014-41.23.92;014-43.80.78;;;Robrechts;Hildegarde;info@heilig-graf.be;http://www.heilig-graf.be;190768;223783
123588;1;1;Vrij gesubsidieerd onderwijs;Sint-Pietersinstituut Hoger   Secundair Onderwijs;J;Jubileumlaan;1    ;2300;TURNHOUT;000000017554;1;     ;014-63.99.11;;info@sint-pietersinstituut.be;http://www.sint-pietersinstituut.be;Desair;Greet;info@sint-pietersinstituut.be;http://www.sint-pietersinstituut.be;191217;224614
31476;1;1;Vrij gesubsidieerd onderwijs;Sint-Victorinstituut;J;Kasteelplein;20   ;2300;TURNHOUT;000000017566;20;     ;014-41.16.80;;info@sint-victor.be;http://www.sint-victor.be;Melis;Tom;info@sint-victor.be;http://www.sint-victor.be;190197;224115
31492;2;2;Vrij gesubsidieerd onderwijs;Heilig Graf 031492;N;Apostoliekenstraat;26   ;2300;TURNHOUT;000000017414;26;     ;014-41.06.23;014-41.88.63;;;Buysse;Patrick;info@heilig-graf.be;http://www.heilig-graf.be;190394;223278
122788;1;1;Vrij gesubsidieerd onderwijs;Heilig Graf 122788;J;Patersstraat;28   ;2300;TURNHOUT;000000017663;28;     ;014-41.54.68;014-43.73.47;info@heilig-graf.be;http://www.heilig-graf.be;Ennekens;Peter;info@heilig-graf.be;http://www.heilig-graf.be;190547;224059
125971;4;3;Gemeenschapsonderwijs;Talentenschool Turnhout campusBoomgaard KA;N;de Merodelei;220  ;2300;TURNHOUT;000000017455;220;     ;014-47.14.40;014-47.14.44;;;Wouters;Wesley;wesley.wouters@talentenschoolturnhout.be;http://www.talentenschoolturnhout.be;189049;223623
116971;1;1;Vrij gesubsidieerd onderwijs;Vrije Technische Scholen van  Turnhout;J;Zandstraat;101  ;2300;TURNHOUT;000000017781;101;     ;014-41.69.51;014-41.50.51;vrije.technische.scholen@telenet.be;http://www.vtst.be;Biesemans;Frank;vrije.technische.scholen@telenet.be;http://www.vtst.be;189381;223514
127522;1;1;Vrij gesubsidieerd onderwijs;Sint-Jozefcollege Turnhout 1;J;Koningin Astridlaan;33   ;2300;TURNHOUT;000000017583;33;     ;014-41.30.21;;info@sjt.be;http://www.sjt.be;Brinckman;Philip;info@sjt.be;http://www.sjt.be;188538;223686
48091;1;1;Officieel gesubsidieerd onderwijs;Sport- en Handelsschool Turnhout;J;Parklaan;52   ;2300;TURNHOUT;000000017658;52;     ;014-43.80.00;014-42.77.01;SHT@turnhout.be;http://www.handelsschool.be;Gladinez;Daniël;SHT@turnhout.be;http://www.handelsschool.be;190005;222609
118307;1;1;Vrij gesubsidieerd onderwijs;Klein Seminarie Hoogstraten   eerste graad;J;Vrijheid;234  ;2320;HOOGSTRATEN;000000014939;234;     ;03-340.40.40;03-340.40.44;info@klein-seminarie.be;http://www.klein-seminarie.be;Van Oevelen;Emmanuel;info@klein-seminarie.be;http://www.klein-seminarie.be;177168;232133
30395;1;1;Vrij gesubsidieerd onderwijs;Klein Seminarie;J;Vrijheid;234  ;2320;HOOGSTRATEN;000000014939;234;     ;03-340.40.40;03-340.40.44;info@klein-seminarie.be;http://www.klein-seminarie.be;Op de Beeck;Greta;info@klein-seminarie.be;http://www.klein-seminarie.be;177168;232133
122861;1;1;Vrij gesubsidieerd onderwijs;Vrij Technisch Instituut      Spijker eerste graad;J;Gelmelstraat;62   ;2320;HOOGSTRATEN;000000014760;62;     ;03-340.22.80;03-314.78.66;info@vti-spijker.be;http://www.vti-spijker.be;Dyckmans;Katlijne;info@vti-spijker.be;http://www.vti-spijker.be;177890;232660
30361;1;1;Vrij gesubsidieerd onderwijs;Vrij Instituut voor Technisch Onderwijs;J;Gravin Elisabethlaan;30   ;2320;HOOGSTRATEN;000000014766;30;     ;03-340.40.30;03-340.40.31;alex.mensch@vitohoogstraten.be;http://www.vitohoogstraten.be;Mensch;Alex;alex.mensch@vitohoogstraten.be;http://www.vitohoogstraten.be;176871;232628
30379;1;1;Vrij gesubsidieerd onderwijs;Vrij Technisch Instituut      Spijker;J;Gelmelstraat;62   ;2320;HOOGSTRATEN;000000014760;62;     ;03-340.22.80;03-314.78.66;info@vti-spijker.be;http://www.vti-spijker.be;De Wilde;Peter;info@vti-spijker.be;http://www.vti-spijker.be;177890;232660
30403;1;1;Vrij gesubsidieerd onderwijs;ASO Spijker;J;Lindendreef;37   ;2320;HOOGSTRATEN;000000014829;37;     ;03-314.55.36;03-314.55.65;info@asospijker.be;http://www.asospijker.be;Kesselaers;Greet;info@asospijker.be;http://www.asospijker.be;177782;232531
29454;1;1;Vrij gesubsidieerd onderwijs;Sint-Claracollege;J;Kloosterbaan;5    ;2370;ARENDONK;000000012477;5;     ;014-67.85.72;;info@sintclara.eu;http://www.sintclara.eu;Wens;G.;info@sintclara.eu;http://www.sintclara.eu;199627;223767
127597;1;1;Vrij gesubsidieerd onderwijs;Maris Stella Instituut 1;J;Antwerpsesteenweg;67   ;2390;MALLE;000000008653;67;     ;03-312.02.33;03-309.12.44;directie1graad@marisstella.be;http://www.marisstella.be;Van Dyck;Hilde;directie1graad@marisstella.be;http://www.marisstella.be;174446;221068
41021;3;2;Gemeenschapsonderwijs;GO! middenschool Malle;N;Begonialaan;1    ;2390;MALLE;000000008657;1;     ;03-312.34.60;03-309.13.33;;;Meeus;Elly;ms.malle@sgr3.be;http://www.gomalle.be;175182;221874
122721;1;1;Vrij gesubsidieerd onderwijs;Mariagaarde Instituut         Middenschool;J;Oude Molenstraat;13   ;2390;WESTMALLE;000000008791;13;     ;03-312.02.56;03-311.74.29;secretariaat@mariagaarde.be;http://www.mariagaarde.be;Cuypers;Liliane;secretariaat@mariagaarde.be;http://www.mariagaarde.be;172302;221550
31666;1;1;Vrij gesubsidieerd onderwijs;Mariagaarde Instituut;J;Oude Molenstraat;13   ;2390;WESTMALLE;000000008791;13;     ;03-312.02.56;03-311.74.29;secretariaat@mariagaarde.be;http://www.mariagaarde.be;Eelen;Denise;secretariaat@mariagaarde.be;http://www.mariagaarde.be;172302;221550
31252;1;1;Vrij gesubsidieerd onderwijs;Maris Stella Instituut;J;Antwerpsesteenweg;67   ;2390;MALLE;000000008653;67;     ;03-312.02.33;03-309.12.44;marisstella@skynet.be;http://www.marisstella.be;Seuntjens;Trees;marisstella@skynet.be;http://www.marisstella.be;174446;221068
41038;1;1;Gemeenschapsonderwijs;GO! atheneum Malle;J;Herentalsebaan;56   ;2390;MALLE;000000008719;56;     ;03-312.39.11;03-309.13.33;ka.malle@sgr3.be;http://www.gomalle.be;Michielsen;Nadia;ka.malle@sgr3.be;http://www.gomalle.be;175750;220744
31245;1;1;Vrij gesubsidieerd onderwijs;Immaculata Instituut;J;Hoogstraatsebaan;2    ;2390;OOSTMALLE;000000008726;2;     ;03-309.23.00;03-309.23.02;directie@immalle.be;http://www.immalle.be;Noyen;Eric;directie@immalle.be;http://www.immalle.be;175546;221443
31674;1;1;Vrij gesubsidieerd onderwijs;Sint-Jan Berchmanscollege;J;Kasteellaan;18   ;2390;WESTMALLE;000000008739;18;     ;03-312.98.98;;college@sjbmalle.be;http://www.sjbmalle.be;Van Huffelen;Eric;college@sjbmalle.be;http://www.sjbmalle.be;172364;221023
41021;1;1;Gemeenschapsonderwijs;GO! middenschool Malle;J;Herentalsebaan;56   ;2390;MALLE;000000008719;56;     ;03-311.72.85;03-309.13.33;ms.malle@sgr3.be;http://www.gomalle.be;Meeus;Elly;ms.malle@sgr3.be;http://www.gomalle.be;175750;220744
125195;1;1;Vrij gesubsidieerd onderwijs;Sint-Jan Berchmanscollege MS;J;Kasteellaan;18   ;2390;WESTMALLE;000000008739;18;     ;03-312.98.98;;college@sjbmalle.be;http://www.sjbmalle.be;Schrijvers;Bea;college@sjbmalle.be;http://www.sjbmalle.be;172364;221023
125823;1;1;Vrij gesubsidieerd onderwijs;Rozenberg S.O.;J;Rozenberg;2    ;2400;MOL;000000016311;2;     ;014-31.33.43;014-31.99.52;info@rozenbergmol.be;http://www.rozenbergmol.be;Schepers;Kristof;info@rozenbergmol.be;http://www.rozenbergmol.be;202620;208877
118372;1;1;Vrij gesubsidieerd onderwijs;Sint-Jan Berchmanscollege;J;Jakob Smitslaan;36   ;2400;MOL;000000016152;36;     ;014-31.18.41;014-32.04.50;info@sjbmol.be;http://www.sjbmol.be;Geerinckx;Guy;info@sjbmol.be;http://www.sjbmol.be;201783;208729
125831;1;1;Vrij gesubsidieerd onderwijs;Rozenberg S.O.;J;Rozenberg;2    ;2400;MOL;000000016311;2;     ;014-31.33.43;014-31.99.52;info@rozenbergmol.be;http://www.rozenbergmol.be;Delespaul;Guy;info@rozenbergmol.be;http://www.rozenbergmol.be;202620;208877
118381;1;1;Vrij gesubsidieerd onderwijs;Sint-Jan Berchmanscollege;J;Jakob Smitslaan;36   ;2400;MOL;000000016152;36;     ;014-31.18.41;014-32.04.50;info@sjbmol.be;http://www.sjbmol.be;Weyns;Fran;info@sjbmol.be;http://www.sjbmol.be;201783;208729
123786;1;1;Vrij gesubsidieerd onderwijs;Technisch Instituut           Sint-Paulus;J;Kruisven;25   ;2400;MOL;000000016200;25;     ;014-20.20.07;014-31.88.14;info@tisp.be;http://www.tisp.be;Swinnen;Paul;info@tisp.be;http://www.tisp.be;202833;207655
40949;1;1;Gemeenschapsonderwijs;GO! Atheneum Het Spoor;J;Begonialaan;34   ;2400;MOL;000000015972;34;     ;014-31.27.48;;info@campushetspoor.be;http://www.campushetspoor.be;Raeymaekers;Greet;info@campushetspoor.be;http://www.campushetspoor.be;202543;209507
40964;1;1;Gemeenschapsonderwijs;GO! Technisch Atheneum        Het Spoor;J;Begonialaan;34   ;2400;MOL;000000015972;34;     ;014-31.27.48;014-31.28.99;info@campushetspoor.be;http://www.campushetspoor.be;Raeymaekers;Greet;info@campushetspoor.be;http://www.campushetspoor.be;202543;209507
40972;6;5;Gemeenschapsonderwijs;GO! atheneum Mortsel;N;Chrysantenlaan;10   ;2400;MOL;000000016021;10;     ;014-31.15.01;;;;Feyen;Jessie;ka.mortsel@g-o.be;http://www.kamortsel.be;202462;209433
40956;1;1;Gemeenschapsonderwijs;GO! Middenschool Het Spoor;J;Begonialaan;34   ;2400;MOL;000000015972;34;     ;014-31.27.48;014-32.11.04;info@campushetspoor.be;http://www.campushetspoor.be;Lenaerts;Els;info@campushetspoor.be;http://www.campushetspoor.be;202543;209507
31054;1;1;Vrij gesubsidieerd onderwijs;Sint-Lutgardis;J;Gasthuisstraat;3    ;2400;MOL;000000016085;3;     ;014-31.17.69;014-31.19.06;jana.syen@sintlutgardis.be;http://www.sintlutgardis.be;Dams;Peter;jana.syen@sintlutgardis.be;http://www.sintlutgardis.be;202046;208762
125799;1;1;Vrij gesubsidieerd onderwijs;Rozenberg S.O.;J;Rozenberg;2    ;2400;MOL;000000016311;2;     ;014-31.33.43;014-31.99.52;info@rozenbergmol.be;http://www.rozenbergmol.be;Hannes;Mario;info@rozenbergmol.be;http://www.rozenbergmol.be;202620;208877
31062;3;2;Vrij gesubsidieerd onderwijs;Sint-Jan Berchmanscollege;J;Jakob Smitslaan;36   ;2400;MOL;000000016152;36;     ;014-31.18.41;014-32.04.50;info@sjbmol.be;http://www.sjbmol.be;Schepers;Kristof;info@sjbmol.be;http://www.sjbmol.be;201783;208729
123794;1;1;Vrij gesubsidieerd onderwijs;Technisch Instituut           Sint-Paulus;J;Kruisven;25   ;2400;MOL;000000016200;25;     ;014-20.20.07;014-31.88.14;info@tisp.be;http://www.tisp.be;Swinnen;Daniël;info@tisp.be;http://www.tisp.be;202833;207655
40642;6;4;Gemeenschapsonderwijs;GO! atheneum Geel;N;Leenhofstraat;23   ;2400;MOL;000000016210;23;     ;014-31.18.61;;;;Pijnaerts;An;directie.ka@gogeel.be;http://www.gogeel.be/;202557;209373
125807;1;1;Vrij gesubsidieerd onderwijs;Rozenberg S.O.;J;Rozenberg;2    ;2400;MOL;000000016311;2;     ;014-31.33.43;014-31.99.52;info@rozenbergmol.be;http://www.rozenbergmol.be;Dierckx;Marjan;info@rozenbergmol.be;http://www.rozenbergmol.be;202620;208877
123661;3;3;Vrij gesubsidieerd onderwijs;KOGEKA 3;J;Schuttershof;2_B  ;2440;GEEL;000000013747;2;B    ;014-56.26.50;;sag@kogeka.be;http://www.kogeka.be/sintaloysius/;Boonen;Nicole;sag@kogeka.be;http://www.kogeka.be/sintaloysius/;193814;205723
116871;1;1;Vrij gesubsidieerd onderwijs;KOGEKA 4;J;Technische-Schoolstraat;52   ;2440;GEEL;000000013805;52;     ;014-57.85.50;;sjg@kogeka.be;http://www.kogeka.be/sintjozef/;Peeters;Gilberte;sjg@kogeka.be;http://www.kogeka.be/sintjozef/;192979;206518
40642;1;1;Gemeenschapsonderwijs;GO! atheneum Geel;J;Technische-Schoolstraat;15   ;2440;GEEL;000000013805;15;     ;014-58.00.31;014-59.04.45;directie.ka@gogeel.be;http://www.gogeel.be/;Pijnaerts;An;directie.ka@gogeel.be;http://www.gogeel.be/;193241;206302
116855;4;3;Vrij gesubsidieerd onderwijs;KOGEKA 2;N;Schuttershof;2_B  ;2440;GEEL;000000013747;2;B    ;014-56.26.50;014-56.26.51;;;Heylen;Bob;sjg@kogeka.be;http://www.kogeka.be/sintjozef/;193814;205723
30098;1;2;Vrij gesubsidieerd onderwijs;KOGEKA 5;N;Gasthuisstraat;2    ;2440;GEEL;000000013484;2;     ;014-58.02.04;;info.sag@kogeka.be;http://www.sag.kogeka.be;Hendrickx;Geert;sdg.college@kogeka.be;http://www.kogeka.be/sintdimpnacollege/;194165;205916
123687;2;3;Vrij gesubsidieerd onderwijs;KOGEKA 7;N;Schuttershof;2_B  ;2440;GEEL;000000013747;2;B    ;014-56.26.50;;;;S'Jegers;Marc;sjg@kogeka.be;http://www.kogeka.be/sintjozef/;193814;205723
116855;1;1;Vrij gesubsidieerd onderwijs;KOGEKA 2;J;Technische-Schoolstraat;52   ;2440;GEEL;000000013805;52;     ;014-57.85.50;;sjg@kogeka.be;http://www.kogeka.be/sintjozef/;Heylen;Bob;sjg@kogeka.be;http://www.kogeka.be/sintjozef/;192979;206518
40634;1;1;Gemeenschapsonderwijs;GO! middenschool Geel;J;Technische-Schoolstraat;15   ;2440;GEEL;000000013805;15;     ;014-58.00.31;014-59.04.45;nancy.verbeke@gogeel.be;http://www.gogeel.be;Verbeke;Nancy;nancy.verbeke@gogeel.be;http://www.gogeel.be;193241;206302
40972;5;4;Gemeenschapsonderwijs;GO! atheneum Mortsel;N;Technische-Schoolstraat;15   ;2440;GEEL;000000013805;15;     ;014-58.00.31;;;;Feyen;Jessie;ka.mortsel@g-o.be;http://www.kamortsel.be;193241;206302
30494;2;2;Vrij gesubsidieerd onderwijs;KOGEKA 1;N;Pas;110  ;2440;GEEL;000000013697;110;     ;014-58.86.72;;;;Goris;Els;smik@kogeka.be;http://www.kogeka.be/sanctamaria/;193361;205535
30098;2;3;Vrij gesubsidieerd onderwijs;KOGEKA 5;J;Schuttershof;2_B  ;2440;GEEL;000000013747;2;B    ;014-56.26.50;;sdg.college@kogeka.be;http://www.kogeka.be/sintdimpnacollege/;Hendrickx;Geert;sdg.college@kogeka.be;http://www.kogeka.be/sintdimpnacollege/;193814;205723
41178;3;2;Gemeenschapsonderwijs;GO! Daltonatheneum Het Leerlabo;N;Technische-Schoolstraat;15   ;2440;GEEL;000000013805;15;     ;014-38.00.31;014-59.04.45;;;Wils;Geert;info@hetleerlabo.be;http://www.hetleerlabo.be;193241;206302
123695;2;3;Vrij gesubsidieerd onderwijs;KOGEKA 8;N;Schuttershof;2_B  ;2440;GEEL;000000013747;2;B    ;014-56.26.50;;;;Stroobants;Ilse;smg@kogeka.be;http://www.kogeka.be/sintmaria/;193814;205723
116871;5;3;Vrij gesubsidieerd onderwijs;KOGEKA 4;N;Schuttershof;2_B  ;2440;GEEL;000000013747;2;B    ;014-56.26.50;;;;Peeters;Gilberte;sjg@kogeka.be;http://www.kogeka.be/sintjozef/;193814;205723
123679;1;2;Vrij gesubsidieerd onderwijs;KOGEKA 6;J;Gasthuisstraat;2    ;2440;GEEL;000000013484;2;     ;014-58.02.04;;sdg.college@kogeka.be;http://www.kogeka.be/sintdimpnacollege/;Goris;Gorik;sdg.college@kogeka.be;http://www.kogeka.be/sintdimpnacollege/;194165;205916
123695;1;4;Vrij gesubsidieerd onderwijs;KOGEKA 8;J;Pas;110  ;2440;GEEL;000000013697;110;     ;014-58.86.72;;smg@kogeka.be;http://www.kogeka.be/sintmaria/;Stroobants;Ilse;smg@kogeka.be;http://www.kogeka.be/sintmaria/;193361;205535
123687;1;1;Vrij gesubsidieerd onderwijs;KOGEKA 7;J;Technische-Schoolstraat;52   ;2440;GEEL;000000013805;52;     ;014-57.85.50;;sjg@kogeka.be;http://www.kogeka.be/sintjozef/;S'Jegers;Marc;sjg@kogeka.be;http://www.kogeka.be/sintjozef/;192979;206518
123679;2;3;Vrij gesubsidieerd onderwijs;KOGEKA 6;N;Schuttershof;2_B  ;2440;GEEL;000000013747;2;B    ;014-56.26.50;;;;Goris;Gorik;sdg.college@kogeka.be;http://www.kogeka.be/sintdimpnacollege/;193814;205723
30494;1;1;Vrij gesubsidieerd onderwijs;KOGEKA 1;J;Mgr. Heylenstraat;37   ;2460;KASTERLEE;000000015245;37;     ;014-85.00.46;;smik@kogeka.be;http://www.kogeka.be/sanctamaria/;Goris;Els;smik@kogeka.be;http://www.kogeka.be/sanctamaria/;191572;214230
30098;4;4;Vrij gesubsidieerd onderwijs;KOGEKA 5;N;Mgr. Heylenstraat;37   ;2460;KASTERLEE;000000015245;37;     ;014-85.00.46;;;;Hendrickx;Geert;sdg.college@kogeka.be;http://www.kogeka.be/sintdimpnacollege/;191583;214233
123695;3;5;Vrij gesubsidieerd onderwijs;KOGEKA 8;N;Mgr. Heylenstraat;37   ;2460;KASTERLEE;000000015245;37;     ;014-85.00.46;;;;Stroobants;Ilse;smg@kogeka.be;http://www.kogeka.be/sintmaria/;191572;214230
40832;1;1;Gemeenschapsonderwijs;GO! atheneum Lier campus      Louis Zimmer;J;Predikherenlaan;18   ;2500;LIER;000000010282;18;     ;03-480.27.07;03-489.18.95;louis@atheneumlier.be;http://www.atheneumlier.be;Van Wambeke;Christophe;louis@atheneumlier.be;http://www.atheneumlier.be;164427;202568
40584;3;3;Gemeenschapsonderwijs;GO! technisch atheneum        Da Vinci Edegem;N;Anton Bergmannlaan;24   ;2500;LIER;000000010052;24;     ;03-480.08.83;03-489.33.08;;;Callaerts;Mieke;info@ktadavinci.be;http://www.ktadavinci.be;164118;202980
123273;1;1;Vrij gesubsidieerd onderwijs;Sint-Gummaruscollege EG-1;J;Kanunnik Davidlaan;10   ;2500;LIER;000000010179;10;     ;03-489.24.56;;directie@sgclier.be;http://www.sgclier.be;Wyckmans;Reinhilde;directie@sgclier.be;http://www.sgclier.be;163809;202098
123653;1;1;Vrij gesubsidieerd onderwijs;Sint-Gummaruscollege EG-2;J;Kanunnik Davidlaan;10   ;2500;LIER;000000010179;10;     ;03-489.24.56;;directie@sgclier.be;http://www.sgclier.be;Cuypers;Johan;directie@sgclier.be;http://www.sgclier.be;163809;202098
40972;3;3;Gemeenschapsonderwijs;GO! atheneum Mortsel;N;Arthur Vanderpoortenlaan;35   ;2500;LIER;000000010058;35;     ;03-48.01.28;;;;Feyen;Jessie;ka.mortsel@g-o.be;http://www.kamortsel.be;164331;201994
30569;1;1;Vrij gesubsidieerd onderwijs;Sint-Ursula-instituut;J;Kanunnik Davidlaan;15   ;2500;LIER;000000010179;15;     ;03-491.92.10;03-491.92.31;instituut@campussintursula.be;http://www.sui.campussintursula.be;Vanderbist;Stefaan;instituut@campussintursula.be;http://www.sui.campussintursula.be;163676;202224
